O	6991	動	做風颱	tsò-hong-thai/tsuè-hong-thai					連鞭/欲/做風颱/啦/！	馬上要刮颱風啦！	【動】刮颱風。例：連鞭欲做風颱啦！Liâm-mi beh tsò-hong-thai--lah! (馬上要刮颱風啦！)　											
O	6992	動	偃倒	ián-tó			捒倒		風/共/電火柱/仔/偃倒/矣/。	風將電線桿推倒了。	【動】推倒。例：風共電火柱仔偃倒矣。Hong kā tiān-hué-thiāu-á ián-tó--ah. (風將電線桿推倒了。)　											
O	6993	動	做臭人	tsò-tshàu-lâng/tsuè-tshàu-lâng	做臭儂				好/人/予/你/做/，/我/來/做臭人/。	好人讓你做，我來扮黑臉。	【動】當壞人、扮黑臉。例：好人予你做，我來做臭人。Hó lâng hōo lí tsò, guá lâi tsò-tshàu-lâng. (好人讓你做，我來扮黑臉。)　											
O	6994	副	做陣	tsò-tīn/tsuè-tīn			鬥陣、做伙		咱/做陣/來去/臺北/𨑨迌/。	我們一起到臺北玩。	【副】一起、結伴。例：咱做陣來去臺北𨑨迌。Lán tsò-tīn lâi-khì Tâi-pak tshit-thô. (我們一起到臺北玩。)　											
O	6995	動	做鬼	tsò-kuí/tsuè-kuí					這/改換/你/做鬼/。	這次換你扮鬼。	2.【動】當鬼、扮鬼。用意在嚇人，也指一種小孩子的遊戲。一人扮鬼，其他人必須躲起來或逃跑，以免被抓到。被抓者和扮鬼者交換身分，繼續抓人。例：這改換你做鬼。Tsit kái-uānn lí tsò-kuí. (這次換你扮鬼。)　											
O	6996	熟	假鬼假怪	ké-kuí-ké-kuài					莫/佇/遐/假鬼假怪/矣/啦/。	不要在那裡裝神弄鬼了啦。	【熟】裝神弄鬼、裝模作樣。例：莫佇遐假鬼假怪矣啦。Mài tī hia ké-kuí-ké-kuài--ah--lah. (不要在那裡裝神弄鬼了啦。)　											
X	6997	副	偏偏	phian-phian					我/無愛/佮/伊/做/伙/，/偏/偏/閣/佮/伊/仝/班/。	我不喜歡和他在一起，偏偏又和他同班。	1.【副】與事實或願望相反。例：我無愛佮伊做伙，偏偏閣佮伊仝班。Guá bô-ài kah i tsò-hué, phian-phian koh kah i kāng pan. (我不喜歡和他在一起，偏偏又和他同班。)　											
X	6997	副	偏偏	phian-phian					我/想欲/出門/，/偏/偏/落雨/矣/。	我想要出門，不巧下雨了。	2.【副】不巧。不恰巧，不能配合時機。例：我想欲出門，偏偏落雨矣。Guá siūnn-beh tshut-mn̂g, phian-phian lo̍h-hōo--ah. (我想要出門，不巧下雨了。)　											
X	6997	副	偏偏	phian-phian					你/是/偏/偏/欲/佮/我/做/對/是/無/？	你是故意跟我作對是不是？	3.【副】故意、唱反調。例：你是偏偏欲佮我做對是無？Lí sī phian-phian beh kah guá tsò-tuì sī--bô? (你是故意跟我作對是不是？)　[近]故意											
O	6998	副	偏偏仔	phian-phian-á					我/偏偏仔/毋/咧/！	我偏不要！	【副】故意與要求相反。例：我偏偏仔毋咧！Guá phian-phian-á m̄--leh! (我偏不要！)　											
O	7000	動	偷掠	thau-lia̍h					狗仔/吠/甲/遮爾/大/聲/，/一/定/是/有/人/來/偷掠/雞/。	狗吠得這麼大聲，一定有人來偷抓雞。	【動】偷抓、偷捉。偷偷的捉取。例：狗仔吠甲遮爾大聲，一定是有人來偷掠雞。Káu-á puī kah tsiah-nī tuā-siann, it-tīng sī ū-lâng lâi thau lia̍h ke. (狗吠得這麼大聲，一定有人來偷抓雞。)　											
O	7003	動	偷提	thau-the̍h	偷摕		偷拈		毋通/共/人/偷提/物件/。	不要竊取別人的東西。	【動】偷取、偷拿。以不正當的方式，竊取他人物品、資料等。例：毋通共人偷提物件。M̄-thang kā lâng thau-the̍h mi̍h-kiānn. (不要竊取別人的東西。)　											
O	7004	動	偷揜	thau-iap					阿兄/欲/去/臺北/揣頭路/，/阿母/偷揜/三千/箍/予伊/做/所費/。	哥哥要去臺北找工作，媽媽偷塞給他三千元當生活費。	【動】偷偷摸摸的拿或取的動作。例：阿兄欲去臺北揣頭路，阿母偷揜三千箍予伊做所費。A-hiann beh khì Tâi-pak tshuē-thâu-lōo, a-bú thau-iap sann tshing khoo hōo i tsò sóo-huì. (哥哥要去臺北找工作，媽媽偷塞給他三千元當生活費。)　											
O	7005	動	假無意	ké-bô-ì					你/免/咧/假無意/啦/！	你別在那裡裝無辜啦！	【動】假裝無辜。例：你免咧假無意啦！Lí bián teh ké-bô-ì--lah! (你別在那裡裝無辜啦！)　											
O	7006	動	假痟	ké-siáu	假𤞚				伊/上/𠢕/假痟/。	他最會裝瘋賣傻。	1.【動】裝瘋賣傻。例：伊上𠢕假痟。I siōng gâu ké-siáu. (他最會裝瘋賣傻。)　[近]佯戇											
O	7006	動	假痟	ké-siáu	假𤞚				你/莫/傷/假痟/。	你不要太過分。	2.【動】因裝瘋賣傻程度太過，而使人感到行為過份，故引申為舉止過份，不懂節制。例：你莫傷假痟。Lí mài siunn ké-siáu. (你不要太過分。)　[近]超過											
O	7008	動	停睏	thîng-khùn			休息、停跤、歇		伊/自/透早/做/甲/這馬/，/攏/無/停睏/。	他從一早做到現在，都沒有休息。	【動】停止、休息。例：伊自透早做甲這馬，攏無停睏。I tsū thàu-tsá tsò kah tsit-má, lóng bô thîng-khùn. (他從一早做到現在，都沒有休息。)　											
O	7010	動	停跤	thîng-kha	停骹、停腳		休息、歇睏		小/停跤/咧/。	稍微休息一下。	【動】歇腳、休息。例：小停跤咧。Sió thîng-kha--leh. (稍微休息一下。)　											
O	7012	副	偌爾	guā-nī					毋管/較/早/的/生活/偌爾/艱苦/，/總是/愛/繼續/拍拚/落去/。	不管過去的生活多麼艱苦，總是必須繼續打拼下去。	【副】多麼。加重語氣時唸作guā-á-nī。例：毋管較早的生活偌爾艱苦，總是愛繼續拍拚落去。M̄ kuán khah-tsá ê sing-ua̍h guā-nī kan-khóo, tsóng-sī ài kè-sio̍k phah-piànn--lo̍h-khì. (不管過去的生活多麼艱苦，總是必須繼續打拼下去。)　											
O	7013	名	剪綹仔	tsián-liú-á	剪紐仔、剪鈕仔		三肢手、賊仔		去/人/濟/的/所在/愛/較/注意/咧/，/無/，/會/去/拄著/剪綹仔/。	去人多的地方要小心一點，要不然會遇到扒手。	【名】扒手、三隻手。專門在公共場所偷取人家財物的小偷。例：去人濟的所在愛較注意咧，無，會去拄著剪綹仔。Khì lâng tsē ê sóo-tsāi ài khah tsù-ì--leh, bô, ē khì tú-tio̍h tsián-liú-á. (去人多的地方要小心一點，要不然會遇到扒手。)　											
O	7015	形	偏僻	phian-phiah					庄跤/所在/比較/較/偏僻/。	鄉下地方比較偏僻。	【形】偏離某一地區的中心位置或主要部分較遠。例：庄跤所在比較較偏僻。Tsng-kha sóo-tsāi pí-kàu khah phian-phiah. (鄉下地方比較偏僻。)　											
O	7016	副	假影	ké-iánn			假意		你/是/真正/毋知/，/抑是/假影/毋知/？	你是真不知道，還是假不知道？	【副】假裝、假的。例：你是真正毋知，抑是假影毋知？Lí sī tsin-tsiànn m̄ tsai, ia̍h-sī ké-iánn m̄ tsai? (你是真不知道，還是假不知道？)　											
O	7017	動	做瘦氣	tsò-sán-khuì/tsuè-sán-khuì	做㾪氣、做散喟				恁/莫/佇/眾人/面頭前/做瘦氣/，/真/歹/看/。	你們不要在大家面前調情，很難看。	【動】調情。例：恁莫佇眾人面頭前做瘦氣，真歹看。Lín mài tī tsìng-lâng bīn-thâu-tsîng tsò-sán-khuì, tsin pháinn-khuànn. (你們不要在大家面前調情，很難看。)　											
O	7018	動	做親情	tsò-tshin-tsiânn/tsuè-tshin-tsiânn					我/欲/去/共/人/做親情/。	我要去幫人家作媒。	1.【動】作媒。替人說媒提親，撮合婚姻。例：我欲去共人做親情。Guá beh khì kā lâng tsò-tshin-tsiânn. (我要去幫人家作媒。)　											
O	7018	動	做親情	tsò-tshin-tsiânn/tsuè-tshin-tsiânn					會當/佮/恁/做親情/，/我/嘛/誠/歡喜/。	能和你們結成親家，我也很開心。	2.【動】結親。締結成姻親。例：會當佮恁做親情，我嘛誠歡喜。Ē-tàng kah lín tsò-tshin-tsiânn, guá mā tsiânn huann-hí. (能和你們結成親家，我也很開心。)　											
O	7019	名	偏頭	phinn-thâu					伊/逐項/攏/欲/討/偏頭/。	他每件事都要求好處。	【名】利益、好處。例：伊逐項攏欲討偏頭。I ta̍k hāng lóng beh thó phinn-thâu. (他每件事都要求好處。)　											
O	7020	動	做頭	tsò-thâu/tsuè-thâu					是/伊/做頭/抗議/的/。	是他帶頭抗議的。	1.【動】領頭、帶頭。例：是伊做頭抗議的。Sī i tsò-thâu khòng-gī--ê. (是他帶頭抗議的。)　											
O	7020	動	做頭	tsò-thâu/tsuè-thâu					伊/已/經/做頭/先/走/矣/。	他已經趕在最前頭跑掉了。	2.【動】當先。趕在最前面。例：伊已經做頭先走矣。I í-king tsò-thâu sing tsáu--ah. (他已經趕在最前頭跑掉了。)　											
O	7021	動	做戲	tsò-hì/tsuè-hì			搬戲、演戲		做戲/毋是/簡/單/的/代誌/，/愛/下/工夫/。	演戲不是簡單的事情，要下功夫。	【動】演戲。例：做戲毋是簡單的代誌，愛下工夫。Tsò-hì m̄ sī kán-tan ê tāi-tsì, ài hē kang-hu. (演戲不是簡單的事情，要下功夫。)　											
O	7022	名	偌濟	guā-tsē/guā-tsuē			多少		你/身軀/有/偌濟/錢/？	你身上有多少錢？	【名】多少。例：你身軀有偌濟錢？Lí sin-khu ū guā-tsē tsînn? (你身上有多少錢？)　											
O	7024	動	做議量	tsò-gī-niū/tsuè-gī-niū	做藝量		消遣		遮的/𨑨迌物/仔/是/欲/做議量/的/。	這些玩具是用來消遣的。	【動】消遣、排遣。排解愁悶、消磨時間。例：遮的𨑨迌物仔是欲做議量的。Tsia-ê tshit-thô-mih-á sī beh tsò-gī-niū--ê. (這些玩具是用來消遣的。)　											
O	7025	動	做譴損	tsò-khiàn-sńg/tsuè-khiàn-sńg			作法		彼/張/符仔/是/伊/欲/共/人/做譴損/的/。	那張符籙是他要對人家作法用的。	【動】作法。施用法術以趨吉避凶或以巫蠱陷害別人。例：彼張符仔是伊欲共人做譴損的。Hit tiunn hû-á sī i beh kā lâng tsò-khiàn-sńg--ê. (那張符籙是他要對人家作法用的。)　											
O	7026	動	偷聽	thau thiann					伊/覕/佇/門/後/咧/偷聽/人/講話/。	他躲在門後偷聽別人的話。	【動】竊聽。例：伊覕佇門後咧偷聽人講話。I bih tī mn̂g-āu teh thau thiann lâng kóng-uē. (他躲在門後偷聽別人的話。)　											
O	7027	動	勒	li̍k					索仔/勒/較/絚/咧/，/兔仔/才/袂/走/去/！	繩子拉緊一點，兔子才不會跑掉！	【動】綁緊、拉緊。例：索仔勒較絚咧，兔仔才袂走去！Soh-á li̍k khah ân--leh, thòo-á tsiah bē tsáu--khì! (繩子拉緊一點，兔子才不會跑掉！)　											
O	7028	動	動	【白】tāng		【文】tōng			莫/共/伊/動/著/。	不要動到它。	1.【動】改變原狀，靜的相反。例：莫共伊動著。Mài kā-i tāng--tio̍h. (不要動到它。)。[反]靜											
X	7028	動	動	【白】tāng		【文】tōng			動工/ 	開始工程	2.【動】開始去做。例：動工　tāng-kang(開始工程)、動箸　tāng-tī(開動，開始吃。)。											
X	7031	名	匏	pû			匏仔		匏仔/ 	匏瓜	【名】瓜果類。外觀呈葫蘆狀，為常見食材，可直接烹調，亦可製成菜乾。曬乾剖開除去中間乾燥的果肉後，可當作杓子使用。例：匏仔　pû-á(匏瓜)、葫蘆匏　hôo-lôo pû(葫蘆瓢)。											
O	7032	名	匙	sî					湯/匙/ 	鍋鏟	1.【名】杓子。例：湯匙　thng-sî、煎匙　tsian-sî(鍋鏟)、飯匙　pn̄g-sî。											
O	7032	量	匙	sî					一/匙/藥仔/ 	一匙藥	2.【量】以湯匙作為計量的單位。例：一匙藥仔　tsi̍t sî io̍h-á(一匙藥)。											
O	7035	介	參	tsham		sim、som			你/參/伊/去/。	你跟他去。	1.【介】和、跟。例：你參伊去。Lí tsham i khì. (你跟他去。)　											
O	7035	動	參	tsham		sim、som			你/哪會/連/我/都/罵/參/落去/？	你怎麼連我都一起罵？	2.【動】一起、加入。例：你哪會連我都罵參落去？Lí ná-ē liân guá to mē tsham--lo̍h-khì? (你怎麼連我都一起罵？)　											
O	7036	動	唌	【替】siânn			唌人		毋通/提/糖仔/共/囡仔/唌/。	不要拿糖果引誘小孩子。	【動】引誘。例：毋通提糖仔共囡仔唌。M̄-thang the̍h thn̂g-á kā gín-á siânn. (不要拿糖果引誘小孩子。)　	引誘	唌　siânn	唌　siânn	唌　siânn	唌　siânn	唌　siânn	唌　siânn	唌　siânn	唌　siânn	唌　siânn	唌　siânn
O	7037	動	唬	【替】hóo	虎				你/莫/烏/白/唬/，/我/無/遐/好/騙/。	你別亂唬人，我沒這麼好騙。	【動】以狡猾手段或不實言語欺騙。例：你莫烏白唬，我無遐好騙。Lí mài oo-pe̍h hóo, guá bô hiah hó phiàn. (你別亂唬人，我沒這麼好騙。)　											
O	7038	動	唱	【文】tshiàng		【白】tshiùnn、【文】tshiòng			明/呼/明/唱/ 	事先言明	2.【動】講明白、先說好。例：明呼明唱　bîng-hoo-bîng-tshiàng(事先言明)。											
X	7040	動	唸	liām	念				唸歌/詩/ 	吟唱詩歌	2.【動】吟唱。例：唸歌詩　liām kua-si(吟唱詩歌)、唸歌　liām kua(唱歌謠)。											
O	7040	動	唸	liām	念				𠢕/唸/ 	嘮叨個不停	3.【動】嘮叨。例：𠢕唸　gâu liām(嘮叨個不停)、踅踅唸　se̍h-se̍h-liām(嘮叨個不停)。											
O	7041	動	啄	【替】tok					雞仔/啄/米/ 	雞啄米	1.【動】禽鳥類用嘴取食。例：雞仔啄米　ke-á tok bí(雞啄米)。	啄(～蛀)	terh	x	teh	teh	tok	tok	terh	teh	tok	tok
O	7041	形	啄	【替】tok					鼻仔/啄/啄/ 	鼻子尖尖	2.【形】由本義引申為形容人鼻子尖挺。例：鼻仔啄啄　phīnn-á tok tok(鼻子尖尖)、阿啄仔　a-tok-á(洋人)。	啄(～蛀)	terh	x	teh	teh	tok	tok	terh	teh	tok	tok
O	7041	動	啄	【替】tok					彼/擔/賣/果子/的/定/定/啄/人/的/秤頭/。	那攤賣水果的常常啄人秤頭。意指偷斤減兩。	3.【動】由本義引申為占人便宜，例：彼擔賣果子的定定啄人的秤頭。Hit tànn bē-kué-tsí--ê tiānn-tiānn tok lâng ê tshìn-thâu. (那攤賣水果的常常啄人秤頭。意指偷斤減兩。)　	啄(～蛀)	terh	x	teh	teh	tok	tok	terh	teh	tok	tok
X	7042	動	啉	【替】lim	飲				啉水/ 	喝水	1.【動】喝、飲。例：啉水　lim tsuí(喝水)、啉一杯　lim tsi̍t pue(喝一杯)。	喝	啉　lim	啉　lim	啉　lim	呵茶　ha-tê, 食茶　tsia̍h-tê, 啉　lim	呵茶　ha-tê, 食茶　tsia̍h-tê, 啉　lim, 灌　kuàn	啉　lim	啉　lim	食　tsia̍h, 啉　lim	啉　lim, 哈　hah	啉　lim
O	7042	動	啉	【替】lim	飲				伊/真/𠢕/啉/。	他很會喝酒。	2.【動】專指喝酒。例：伊真𠢕啉。I tsin gâu lim. (他很會喝酒。)　	喝	啉　lim	啉　lim	啉　lim	呵茶　ha-tê, 食茶　tsia̍h-tê, 啉　lim	呵茶　ha-tê, 食茶　tsia̍h-tê, 啉　lim, 灌　kuàn	啉　lim	啉　lim	食　tsia̍h, 啉　lim	啉　lim, 哈　hah	啉　lim
O	7043	助	啊	【替】--ah					你/欲/去/無/？/好/啊/！	你要去嗎？好啊！	2.【助】句末語助詞，表示語氣完結或提示主題。例：你欲去無？好啊！Lí beh khì--bô? Hó--ah! (你要去嗎？好啊！)　											
O	7043	助	啊	【替】--ah					啊/都/伊/毋/來/，/阮/才會/欠/一/个/人/。	都是因為他不來，我們才會缺一個人。	3.【助】句首助詞，用於表示提起主題或轉折語氣，也讀為--iah。例：啊都伊毋來，阮才會欠一个人。Ah to i m̄ lâi, guán tsiah ē khiàm tsi̍t ê lâng. (都是因為他不來，我們才會缺一個人。)　											
O	7045	動	啖	【替】tam	嘗	【替】tām			你/啖/看/按呢/敢有/夠/鹹/？	你嚐嚐看這樣夠鹹嗎？	【動】嚐味道。例：你啖看按呢敢有夠鹹？Lí tam khuànn án-ne kám ū-kàu kiâm? (你嚐嚐看這樣夠鹹嗎？)　											
O	7047	動	唌人	siânn--lâng	唌儂		唌		你/莫/提/雞卵糕/佇/遐/唌人/！	你別拿著蛋糕在那裡引誘人！	【動】誘人。引誘別人。例：你莫提雞卵糕佇遐唌人！Lí mài the̍h ke-nn̄g-ko tī hia siânn--lâng! (你別拿著蛋糕在那裡引誘人！)　											
O	7048	動	唬人	hóo--lâng	虎人		嚇驚		伊/會/唬人/，/莫/相信/伊/。	他騙人的，不要相信他。	【動】騙人、哄人。例：伊會唬人，莫相信伊。I ē hóo--lâng, mài siong-sìn--i. (他騙人的，不要相信他。)　											
O	7051	名	啞口	é-káu					你/若無/講話/，/人/嘛/袂/共/你/當做/啞口/。	你不說話，也沒人當你是啞巴。	1.【名】啞巴。例：你若無講話，人嘛袂共你當做啞口。Lí nā bô kóng-uē, lâng mā bē kā lí tòng-tsò é-káu. (你不說話，也沒人當你是啞巴。)　	啞巴	啞口　é-káu	啞口　é-káu	啞口　é-káu	啞口　é-káu	哦口　ónn-káu, 啞口　énn-káu	哦口　ónn-káu	啞口　é-káu	啞口　é-káu	啞口　é-káu	啞口　é-káu
O	7051	形	啞口	é-káu					這/粒/蚶仔/袂/開喙/，/是/啞口/的/。	這粒蛤蜊壞掉了。	2.【形】指生物失去其機能。例：這粒蚶仔袂開喙，是啞口的。Tsit lia̍p ham-á bē khui-tshuì, sī é-káu--ê. (這粒蛤蜊壞掉了。)　	啞巴	啞口　é-káu	啞口　é-káu	啞口　é-káu	啞口　é-káu	哦口　ónn-káu, 啞口　énn-káu	哦口　ónn-káu	啞口　é-káu	啞口　é-káu	啞口　é-káu	啞口　é-káu
X	7053	動	動手	tāng-tshiú					恁/毋通/起跤動手/。	你們不要互相毆打。	1.【動】出手。用手接觸或毆打、爭鬥。例：恁毋通起跤動手。Lín m̄-thang khí-kha-tāng-tshiú. (你們不要互相毆打。)　[近]出手											
O	7053	動	動手	tāng-tshiú					這/件/代誌/啥物/時陣/欲/開/始/動手/？	這件事情什麼時候開始著手進行？	2.【動】著手。開始進行。例：這件代誌啥物時陣欲開始動手？Tsit kiānn tāi-tsì siánn-mih sî-tsūn beh khai sí tāng-tshiú? (這件事情什麼時候開始著手進行？)　[近]下手、落手											
